id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url,number_of_QuestionMarks,user_has_url?
1388141292769533952,By Following the teachings of Saint Dr. @Gurmeetramrahim Singh Ji Insan . The volunteers of Dera Sacha Sauda are di… https://t.co/xxz4xp2s5U,2021-04-30 14:40:49,0,0,Twitter for Android,140,1161281350692945920,Veerpal83708972,Ãnshi😊,2019-08-13 14:20:24,Student👧,86,52,"Guruharsahai , India",3255,False,,,No
1388141287841300480,@anilkvtweet If they come out and expose themselves then Corona won't spare them. They know this well.,2021-04-30 14:40:48,0,0,Twitter for Android,102,914189502800846849,mat_jane_de_yar,Jaane bhi do Yaro,2017-09-30 18:05:37,"Aise Kaise Jaane de yaar, loot ka maal thori hai k koi bhi bhrasht neta aayega ghanta bajayega aur Desh ko khali kar le jayega",6421,252,𝕕𝕠𝕟'𝕥 𝕤𝕖𝕒𝕣𝕔𝕙,77998,False,https://t.co/LkwU8LE5Cj,,Yes
1388141283810578434,@derasachasauda DSS volunteer helps in corona time ...salute to all DSS volunteer 🙏 keep it up… https://t.co/Iz1xxJmuz2,2021-04-30 14:40:47,0,0,Twitter for Android,119,1129959093567811585,MakkarJot,°Jyoti insan°,2019-05-19 03:56:56,clerk,36,97,India,2568,False,,,No
1388141276302757895,"#DSSHelpsInCoronaTimes
Corona Prevention Kits  distributed free of cost by Dera Sacha Sauda volunteers on the occas… https://t.co/HLvjqJHTOs",2021-04-30 14:40:45,0,0,Twitter for Android,140,1363885097263394816,veerKaurlakh,💕MSG Satguru Pyare💕,2021-02-22 16:15:35,"D🈂🅰N D🈂️🅰N S🅰️TGU®️U TE®️🅰 ♓ℹ 🅰🅰💲®️🅰️
💞ਰਹਿਮਤ ਤੇਰੀ, ਨਾਮ ਤੇਰਾ,
ਕੁਝ ਨਹੀ ਜੋ ਮੇਰਾ...😇
👉ਸਵਾਸ ਵੀ ਤੇਰੇ ,ਅਹਿਸਾਸ
ਵੀ ਤੇਰਾ,🙏
ਇੱਕ ਤੂੰ ਹੀ ਸਤਿਗੁਰੂ ਮੇਰਾ...💕MSG💕",17,30,"🌾Punjab🌾, India",566,False,,,No
1388141258871394308,@ProfMKay CORONA VIRUS ( Lutyens strain cultured in Congress Lab ),2021-04-30 14:40:41,0,0,Twitter Web App,66,937492158231252997,MrSaiRao,SaiRao,2017-12-04 01:22:03,Indian from Bengaluru,175,647,U.S ,41179,False,,,No
1388141254337208322,Please I request you to kindly take some action against the builder so that he expedites the construction work and… https://t.co/sf1jBRTnAn,2021-04-30 14:40:40,0,0,Twitter for Android,139,2419857612,ItsAjazRules,Ajaz rules👁️‍🗨️,2014-03-31 02:41:58,A real secular person who doesn't speak for any 'ism' except humanism but seeing today's world have started speaking for hinduism.,13,80,"Mumbai, India",1341,False,,,No
1388141237337616386,"I know exactly what he's going to say.

""Corona kya hai, kya hai corona"" https://t.co/u3BU6krCiz",2021-04-30 14:40:36,0,0,Twitter for Android,96,230977965,sagarkinaaare,Sagar,2010-12-27 07:07:20,I'm the one who knocks.,657,134,Mumbai,33142,False,,,No
1388141219604144130,"@Indersinghsjp 👉👉👉sir bahar bhut corona faila hua hai,exam dene jayege to hame bhi corona ho gayega atleast 10th wa… https://t.co/xbyu2qCUrl",2021-04-30 14:40:31,0,1,Twitter for Android,140,1377052802933907457,Shubham62291857,Shubham Sondhiya,2021-03-31 00:19:38,I Know Im Awsome,0,10,My House,58,False,,,No
1388141215426744322,I’m mad Harley about to be 1 😭😭 Corona just took all the fun,2021-04-30 14:40:30,0,0,Twitter for iPhone,60,839796696,shantellovinme,Tel 💕,2012-09-22 13:58:43,"Long Live Len 🤞🏾🖤 , Long Live Doodey 🤞🏾 Pib’s mommy 💙",490,477,"Macon,Ga",6636,False,https://t.co/984Ot6GI9Q,,Yes
1388141183545659397,"Saint Dr. @Gurmeetramrahim Ji inspire to #DSSHelpsInCoronaTimes and to follow his pious motivation, Dera Sacha Saud… https://t.co/bAS204qurf",2021-04-30 14:40:23,0,0,Twitter for Android,140,1184298535514099714,Anaya87484168,Anaya,2019-10-16 02:42:41,Student👩🏻‍🎓,24,19,"Abohar, India",1876,False,,,No
1388141177484972036,"@DrKumarVishwas @ashutosh83B @dmgbnagar @RubikaLiyaquat @PANKAJPARASHAR_ @PankajSinghBJP 
One of my colleague has C… https://t.co/GOC6ifytZY",2021-04-30 14:40:21,0,0,Twitter Web App,140,3312438812,mshkoorsaifi,mshkoor,2015-08-11 13:13:45,,0,130,,36,False,,,No
1388141176528637954,@BBCRosAtkins @RanaAyyub @washingtonpost She is frustrated &amp; biased woman who only thinks of her Community. Our cou… https://t.co/q3a3WAxg3I,2021-04-30 14:40:21,0,0,Twitter for Android,144,262623331,chimnibai,indirakutty,2011-03-08 12:18:18,#I support CAA & NRC🙂,551,1359,,23860,False,,,No
1388141159952879617,@landedpleb It could have slightly given more power to it but the bullmarket was an eventuality for this year corona or not.,2021-04-30 14:40:17,0,0,Twitter for Android,124,68774934,MeesTeab,Frater Tonelus,2009-08-25 18:58:49,🇪🇪,135,615,,1334,False,,,No
1388141153346805761,"Busy day off from work, physiotherapy at 8 am, then rapid corona test, hairdresser, hospital appointment, farmer's… https://t.co/dpfpk5Xsmm",2021-04-30 14:40:16,0,0,Twitter for Android,139,27466695,KatjaSherlocked,Waiting to be vaccinated,2009-03-29 17:46:05,Travel addict. I haven't been everywhere - but it's on my list.,592,636,"Hamburg, Germany",50806,False,,,No
1388141150112948227,"Shooter Chandro, @realshooterdadi famous in the shooter grandmother's name, died today due to corona.
#ChandroTomar… https://t.co/zQWYgS20zS",2021-04-30 14:40:15,0,0,Twitter for Android,140,1191244762612822016,SamvidhanTv,Samvidhan TV,2019-11-04 06:44:52,"संविधान टीवी, देश के लोकतंत्र की अंखड़ता को बचाने के लिए पत्रकारिता के माध्यम से देश की आवाज बना रहेंगा।",814,617,"New Delhi, India",4589,False,https://t.co/eWutBQWLtP,,Yes
1388141114935287811,"I'm so sorry people .
Offlately I'm not being able to tweet and verify resources .
You may think of it as an excuse… https://t.co/fQWAeCAyNN",2021-04-30 14:40:06,1,1,Twitter for Android,140,3254326951,fiercy_jhalli,"for covid help , check pinned tweet 📌| Anshul",2015-06-24 04:32:11,𝘼𝙩𝙩𝙚𝙣𝙩𝙞𝙤𝙣 𝙃𝙞 𝙘𝙝𝙖𝙞𝙮𝙚 𝙝𝙤𝙩𝙞 𝙝𝙖𝙞 𝙢𝙪𝙟𝙝𝙚 | 𝐁𝐚𝐝𝐧𝐚𝐚𝐦 𝐋𝐚𝐝𝐤𝐢|  𝙋𝙡𝙪𝙫𝙞𝙤𝙥𝙝𝙞𝙡𝙚,858,213,Hell ,72896,False,,,No
1388141113890852864,The Foundation Day of Dera Sacha Sauda i.e. 29th April has been celebrated by the volunteers by distribution of 730… https://t.co/ziuOibwDxg,2021-04-30 14:40:06,0,0,Twitter for Android,140,1226493053025652736,kanchandeepins3,kanchandeep insan,2020-02-09 13:09:01,,130,102,,12987,False,,,No
1388141104382492677,Short macro insight: The institutional fomo that happened during the run-up is still holding the BTC they acquired.… https://t.co/R3YDM6ZIMB,2021-04-30 14:40:04,2,18,Twitter Web App,140,1265755450974363650,whale_map,whalemap,2020-05-27 21:25:04,"Actionable on-chain data for Bitcoin trading.

We  📡  HODLers and whales  🐳

Hourly resolution, unique metrics, historical data",39371,410,We know where Kraken lives,1012,False,https://t.co/3y1mqKYrgD,,Yes
1388141084052652033,What is fresh corona status in mumbai....,2021-04-30 14:39:59,0,0,Twitter for Android,41,1042300300051263488,VinodShirgaonk5,Vinod Shirgaonkar,2018-09-19 06:32:11,"architect,thinker",1,10,"Maharashtra, India",66,False,,,No
1388141077111128068,"We do great roles during Corona virus pandemic but the minister of health disrespect us
#تكليف_الصيادله_ياريس",2021-04-30 14:39:57,2,0,Twitter for Android,109,4625487220,NorelMono,mono,2015-12-27 21:20:11,دكتورة صيدلانية 💉💊,14,21,,4909,False,,,No
1388141066243633155,"@ravitweets_ forget him 
what if ranga billa ... will they(liberal) be happy or they be like thode din rukh jate co… https://t.co/wn1WamQyGu",2021-04-30 14:39:55,0,1,Twitter Web App,140,803692734,Amit_meshram000,Amit meshram,2012-09-05 02:42:34,"Don't Know anything about myself too much unpredictable🙃🙃🙃
KING BOB PROFILE PIC STAN ACCOUNT

Nose pin/ring/whatever stan account",141,1001,Sweden,12133,False,,,No
1388141060933697540,@emily_289 @bencsmoke The newspaper went to find the guy reaching for a corona at the end of lockdown 1. I think it… https://t.co/jxx8mDyWW6,2021-04-30 14:39:53,0,0,Twitter Web App,140,120236446,GregHollin,Gregory Hollin,2010-03-05 21:58:05,"A @wellcometrust research fellow looking into head injury, neuroscience, & contact sport. Also a bit of autism and morethanhuman theory. Co-Editor @SocresOnline",1217,489,,8509,False,https://t.co/SCFL1lNq5h,,Yes
1388141056940658689,"@minxyme72 Medical Science is having only one stream; all  other diseases are merged in it,  that is  Covid-19. On… https://t.co/S7Rs3YeAmC",2021-04-30 14:39:53,0,0,Twitter Web App,139,933647120141131776,PravinSupreme,Pravin,2017-11-23 10:43:14,"Advocate, Patent Attorney & Human Right Activist",49,131,"Delhi, India",2497,False,,,No
1388141045427236873,@himantabiswa Sir corona case bari a ase exam cancle korok,2021-04-30 14:39:50,0,1,Twitter for Android,58,1382914192886272000,Habijur37705405,Habijur Rahman,2021-04-16 04:41:00,😎,65,405,,130,False,,,No
1388141039161073665,@sanket Wonder if that will do any good!! Is it just Corona out of control in UP..please speak up its ur job to keep people accountable!,2021-04-30 14:39:48,0,0,Twitter for iPhone,136,147432028,sreenshri,💙🇺🇸Sree🇮🇳❤️,2010-05-24 03:46:07,Human on🌎 ♎️☮️ Fin.Professional ||Nasdaq Investor ||Honored 2 b Foll’d by @LambaAlka @srinivasiyc @srivatsayb 🗽⚖️ RT’s ≠🚫Endorsements 🇺🇸🇮🇳INC✋🏻🇮🇳🇺🇸,4465,3567,United States,40874,False,,,No
