id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url,number_of_QuestionMarks,user_has_url?
1378717098810216454,"@utdleo_ He is in a bad Juve team, under a bad coach, has a bad knee, got corona virus at the start of the season a… https://t.co/fLYnGuLJv2",2021-04-04 14:32:26,0,0,Twitter for iPhone,140,1365665428983472132,CarrickEra,The Carrick Era 🇮🇪,2021-02-27 14:09:55,Micheal Carrick enthusiast. Here to spread prop about the best defensive midfielder of all time. DM me for brand deal/promo,1157,1098,,3067,False,,,No
1378717085837131784,Y didn't Cricketers took stand against playing with audience in stadium. All th Corona blame should goto World Seri… https://t.co/KPoC4oNfMf,2021-04-04 14:32:23,0,0,Twitter for Android,140,93386580,vershobhit,Vermaji ka ladka,2009-11-29 12:05:06,"Pata nahi yaar, still finding.🤔",94,129,Guatemala,522,False,,,No
1378717081521250309,@tedcruz Is that a Corona Ted? Ted Cruz (R-Cancun) https://t.co/W9coAhHEMk,2021-04-04 14:32:22,0,0,Twitter Web App,74,1319653341320876034,Herbie74935616,Antifa Doesn't Need an Assault Weapon!,2020-10-23 14:54:29,"""If you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his pocket."" LBJ",1895,2360,Whoville,10933,False,,,No
1378717072750911492,@SarveshNBhure Sir In the middle of the pandemic where we are getting 1k cases olmost hookha bar in bhilai are runn… https://t.co/tHZuruHAuS,2021-04-04 14:32:20,0,0,Twitter for Android,140,1261186466622947328,Priyans07578140,Priyanshu,2020-05-15 06:47:49,21 year old kid,0,11,,14,False,,,No
1378717070813245445,Reading over any reading material with missing words or letters could overly speed up your mind and cause you to th… https://t.co/Bq9iUZ7TKB,2021-04-04 14:32:19,0,0,Twitter for Android,140,1348466169607557122,HarryJo77835134,BullyDozer,2021-01-11 03:06:21,"Mind of Iron , Soul of Steel , Heart of Gold",3,40,,279,False,,,No
1378717050923798530,@manojsinha_ Sir what about our future think about our future our exams are conducting on risks if corona is deadly… https://t.co/YRYMkdAvwt,2021-04-04 14:32:14,0,1,Twitter for Android,140,1344247204295294977,BhattShabaz,Shabaz Bhatt,2020-12-30 11:41:55,I am still studying,1,21,,10,False,,,No
1378717047794769931,"#Rajasthan | Corona vaccine consignment (#Covishield 88 boxes) arrived in #Jaipur.

#coronavirus #COVIDvaccine… https://t.co/mrJoSv4B5R",2021-04-04 14:32:14,0,0,Twitter Web App,135,1113747196099399680,thefirstindia,First India,2019-04-04 10:16:38,Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia | 📱Download App: https://t.co/ttcbQyyCKj,7059,226,"Jaipur, India",80107,False,https://t.co/vkIswW9aBZ,,Yes
1378717026693361667,People really think they’re gonna be immune to corona after they get jabbd??? Bro did you even read anything on this “”vaccine”” lmaooooo,2021-04-04 14:32:09,0,0,Twitter for iPhone,137,307613299,Teencatpuke,yung money cash money billionaire,2011-05-29 23:52:31,TRUTH SEEKER || MAD SMART ACT IGNORANT,478,368,Deep medi,65417,False,,,No
1378716989527580680,"Finally Bollywood artists are getting degree instead of buying !

Degree - Corona+",2021-04-04 14:32:00,0,0,Twitter Web App,82,1277718176990556160,Priteshkamble18,Pritesh kamble.,2020-06-29 21:38:59,Pisces ♓,6,183,"Kharghar, navi mumbai",17,False,,,No
1378716983718383619,Never sure if anyone is now wearing their Corona beer shirt ironically or not,2021-04-04 14:31:58,0,0,Twitter for Android,77,134041626,Wendys_Garden,wendy,2010-04-17 08:46:22,Mother tweeter. Dad joker. Politicked.,6868,3075,"So CA, LA-ish",335314,False,,,No
1378716971164860416,"@sim_seth @ndtv In Maharashtra the corona is at peak right now Maharashtra is on the edge of lockdown ....
Even sam… https://t.co/RJxCs9uLUc",2021-04-04 14:31:55,0,0,Twitter for Android,140,364390165,crbtalks,Deshvasi,2011-08-29 17:55:44,"UPSC/MPSC Aspirant
सत्ता से सवाल पुछना देशभक्ती है।
बेरोजगार युवा।",2,26,"Pune, India",419,False,,,No
1378716967633264645,"@GabbbarSingh Absolutely don’t like this shutdown, it was there for all government to regulate when it came down. I… https://t.co/lsDY2mFp9o",2021-04-04 14:31:55,0,0,Twitter for iPhone,140,94364503,IamPillai,Ajay Pillai,2009-12-03 16:41:27,An Environment Consultant by profession.,140,142,,42808,False,,,No
1378716949811752960,7. Try to find a vaccine for Corona. Hint. Corona enters the cells by manipulating the cell receptors. Hint 2. We d… https://t.co/IwEj9R1lC1,2021-04-04 14:31:50,0,0,Twitter Web App,140,990488752459079680,wannabecobain1,Aleena Fatima,2018-04-29 07:11:35,also sincerely and politely plz stop making me a big deal. I mean do what u need to but not too much,37,586,,31925,False,,,No
1378716918106841092,@akshaykumar Finally corona virus sponsored by AK,2021-04-04 14:31:43,0,0,Twitter for Android,49,2534179880,ShakirEhmad,Shakir_Ehmad,2014-05-30 04:58:31,,3,26,india,15,False,,,No
1378716890621693953,Kids be getting mad at @Shafqat_Mahmood like he created corona 😂 #Shafqatmehmood,2021-04-04 14:31:36,0,0,Twitter Web App,80,1076497434036105216,AromaAromanor,Aroma 🇵🇰,2018-12-22 15:19:23,,31,383,Middle of Nowhere,961,False,,,No
1378716852877197316,"My corona test is positive
 More prayer is needed than ever before",2021-04-04 14:31:27,0,0,Twitter for Android,66,1333886527823360000,NaeemJunjua3,Naeem Junjua,2020-12-01 21:32:16,,54,303,,98,False,,,No
1378716847567110144,"@ArvindKejriwal look into the quality of water being supplied in Uttam Nagar Jain Colony part 3 area by DJB.

Don't… https://t.co/PD1wr7hs6V",2021-04-04 14:31:26,0,0,Twitter for Android,140,506218212,AkshayJha95,Jha Akshay Amarendra,2012-02-27 18:30:56,"Law student, CLC DU.",3,52,Delhi,20,False,,,No
1378716838415069185,@ECISVEEP can't d election be preponed in the wake of increasing corona cases. The political parties won't b in fav… https://t.co/coYbXSPvI5,2021-04-04 14:31:24,0,0,Twitter for Android,140,2919741960,Vishwas_Hwy,Road runner,2014-12-05 15:25:36,"Traveller, Numismatic, foodie, Truly secular, Nammuru Mysuru, Ivaga Bengaluru",35,311,"बैंगलुरु, भारत",1820,False,,,No
1378716835709784072,When we can see this mc khujlilal face on every tv channel after 10 minutes. How much tsx payer mlney he is wasting… https://t.co/7O8oXrTHe1,2021-04-04 14:31:23,0,0,Twitter for Android,140,4537539442,JkdhirK,Jkdhirk,2015-12-19 17:12:53,,8,91,"Panch Pakhadi, Thane",322,False,,,No
1378716834002837504,"76 CVS locations show #CovidVaccine slots in CA:
Alhambra
Anaheim
Artesia
Arvin
Bakersfield
Baldwin Park
Buena Park… https://t.co/UvwSU8c2pH",2021-04-04 14:31:23,0,0,,140,1360663902711918598,VaccineCa,CVS & Rite Aid Vaccine Finder CA,2021-02-13 18:55:34,I'm a bot working to find CVS & Rite Aid #Vaccine appointments in California,2683,7,,12412,False,,,No
1378716819859648513,"#Corona Info for #USA:
New Cases: 2019
Today Recovery: 255
Today Deaths: 10
Total Active Cases: 6921735
Total Cases… https://t.co/t2aPgXALrg",2021-04-04 14:31:19,0,0,corona-tracker-app,140,976098246882885634,krishna444_test,World Alert,2018-03-20 14:08:51,"Alerting the world, with the current happenings, disease, political crisis etc.",147,35,"Karlsruhe, Germany",12776,False,,,No
1378716815514333185,"#Corona Info for #Germany:
New Cases: 1709
Today Recovery: 9000
Today Deaths: 3
Total Active Cases: 240824
Total Ca… https://t.co/YzxCan1tT0",2021-04-04 14:31:18,0,0,corona-tracker-app,140,976098246882885634,krishna444_test,World Alert,2018-03-20 14:08:51,"Alerting the world, with the current happenings, disease, political crisis etc.",147,35,"Karlsruhe, Germany",12776,False,,,No
1378716785961172999,Government should stop this phoney propoganda against prevention of COVID-19. There is no corona when elections are… https://t.co/fjBlI4mRhr,2021-04-04 14:31:11,0,0,Twitter for Android,140,1181587607534235648,is__sandy,sandeep choudhary,2019-10-08 15:10:34,,6,40,"New Delhi, India",13,False,,,No
1378716781385158656,@PritiSh59483468 That's mean congress corona ke figures show nahi karte,2021-04-04 14:31:10,0,0,Twitter for Android,71,1170445398608990208,Aaynish_2_4_20,Vaghela Dhruvrajsinh,2019-09-07 21:15:18,🚩श्री राम भक्त🚩भगवा धारी 🚩मोदी भक्त 🚩RSS संघी 🚩 🚩हिंदू धेर्यावान है पर कमजोर नही 🚩,73,196,Ahmedabad,2806,False,,,No
1378716733045755908,EASTERRAVE 2021 - CORONA EDITION https://t.co/u8ACQpnCLN,2021-04-04 14:30:59,0,0,Twitter Web App,56,4901144232,deejay_enter,DJ Enter🙌,2016-02-13 09:17:30,"DJ, Producer / Hands Up, EDM, HDM, Trap
Contact: DM or yi506mg@gmail.com

DJMIX : https://t.co/67IN6f0gA9

SoundCloud : https://t.co/zZUndBGO4h",962,783,Japan Miyagi Ishinomaki,19431,False,,,No
1378716732571926529,gfriend world tour including europe after corona🙏,2021-04-04 14:30:59,0,0,Twitter for iPhone,49,1367404554032144384,MP4YNG,‎َlona🕷,2021-03-04 09:20:39,︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ black pearl ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎,69,138,she!her ¡ armenian,2310,False,https://t.co/axEOeWb27M,,Yes
1378716726389538826,"Amidst Corona, Lockdown, Naxal attack, Elections and the rate India is going down, there are people who are waiting for IPL. Really?",2021-04-04 14:30:57,0,0,Twitter Web App,132,1344842768997371904,itsAnurodh,Anurodh अनुरोध,2021-01-01 03:08:13,"Bitten by a creativity bug.
Rule breaker other than traffic rules.
Anti national since 2014.",62,75,,1353,False,,,No
1378716720685182978,"Once again about china, China has become a rich country, currently in the international it has problems,: ""South Ch… https://t.co/K0Aa2yNZYC",2021-04-04 14:30:56,0,1,Twitter for Android,140,2237369665,sautharitonang,saut h aritonang,2013-12-09 09:37:44,"Activis serikat buruh, trainner ""hubungan industrial"", konsultan ketenagakerjaan",92,293,Gedung ILP Pancoran (IHII),4707,False,,,No
1378716694676336641,more than 10000 corona positive cases in one day ah 😵,2021-04-04 14:30:49,0,0,Twitter for Android,53,1074616180860542977,vettiboy_offl,𝕴𝖓𝖙𝖗𝖔𝖛𝖊𝖗𝖙,2018-12-17 10:43:57,,292,570,DisneyLand ,22952,False,,,No
1378716669204328458,"no mask ,no worry no social distancing  if it is wine shop, no rules followed #corona #Mumbai https://t.co/bcESzoDvkE",2021-04-04 14:30:43,0,0,Twitter for Android,117,593845066,pawanjain688,pawan,2012-05-29 16:27:36,,53,125,,170,False,,,No
