id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url,number_of_QuestionMarks,user_has_url?
1246674890150871041,Yeah meanwhile he owns the patent on the Corona Virus! Now he’s talking about the vaccine too? Total conflict of in… https://t.co/nf6s4ekkDb,2020-04-05 05:43:50,0,0,Twitter for iPhone,140,1220882399065669632,MelissaRotonda7,Artemis ⭐️⭐️⭐️ 🇺🇸🐸,2020-01-25 01:34:01,"Mom, Artist, Architect, Interior Designer, Visionary, New World Discoverer/Builder #QAnon #MAGA #KAGA #WWG1WGA 🙏💚🇺🇸🐸⭐️🙏⚔️⚡️❤️🌏🌎🌍⭐️🇺🇸🌈🙏",199,490,"West Babylon, NY",1934,False,https://t.co/fxVsIbcKtq,,Yes
1246674887378440192,@ClixHimself Corona Szn what can ya say,2020-04-05 05:43:49,0,0,Twitter Web App,39,786578846615150592,BenBolivong,Bolivong,2016-10-13 14:46:25,16 | F/A:  https://t.co/VUJLQVga2D,23,59,,109,False,,,No
1246674887177113600,@solarianenigma Number 8 has corona virus. Everyone else is staying at home,2020-04-05 05:43:49,0,0,Twitter for iPhone,75,2435073521,sadiqaderinto,John Doe,2014-03-25 07:26:09,ich bin Sadiq,282,254,,3015,False,,,No
1246674885302255616,"(hyukjae went to barcelona and risked himself despite the advisories not to travel because of corona, just to get t… https://t.co/cYwntg70tU",2020-04-05 05:43:49,0,0,Twitter for iPhone,140,82321284,yoondoorella,hyukjae's 😗,2009-10-14 09:40:35,BEAST x Highlight and Super Juni-oyeyo! 그대로 놓지 않을래 (뼝뼝뼝뼝뼝뼝) | whipped for D&E,700,402,여기저기,45678,False,,,No
1246674884970926080,@realDonaldTrump @CNN We don’t listen to their shit! PS next time kick them nasty press out when the subject is Cor… https://t.co/NemnGpXn2W,2020-04-05 05:43:49,0,0,Twitter for iPhone,140,2265149112,sallyodean,Sally Odean,2013-12-28 01:12:05,,7,83,,393,False,,,No
1246674883775467521,And they called them #Covid and #Corona unbelievable 🤦🏻‍♀️ https://t.co/6itaihAN9p,2020-04-05 05:43:49,0,0,Twitter for iPhone,82,1197402570446106629,NesrineNew,Nasso💛🧡💚,2019-11-21 06:33:30,وتحسب انك جرم صغير وفيك انطوى العالم الاكبر .,1125,1626,"Sydney, Australia",2999,False,,,No
1246674883767083009,@Khazi1Mac @JenniferJJacobs @gtconway3d It might sound crazy but the Corona and Radiation is the same symptoms they… https://t.co/uNNJ2n031I,2020-04-05 05:43:49,0,0,Twitter for Android,140,1242609415825563650,GenaroG92269807,Genaro Gonzalez III,2020-03-25 00:29:16,,0,6,,13,False,,,No
1246674881015500801,Corona virus is synonymous with those plagues of Egypt #TenCommandments,2020-04-05 05:43:48,0,0,Twitter for Android,71,199324468,Jai_Heisenberg,Jerry A. Wick ☀️🇵🇭,2010-10-06 15:43:29,"2 & 24 💔
Lakers 💜💛, Rams🐑, Dodgers ⚾️ Influenced by the Mamba Mentality. Mi casa es su casa. #Lakersfam",1047,817,"The O.C, California",19846,False,https://t.co/0WNi5zGiRT,,Yes
1246674879367114754,@jacindaardern  What a leader she is ..!!. Love the way she is leading her people through this Corona crisis with c… https://t.co/zHd87jBIgx,2020-04-05 05:43:47,0,0,Twitter Web App,140,75807972,manish_leo,Manish,2009-09-20 15:27:57,"Software engineer by profession,Rebel by nature,Fighter by attitude,Political by interest,Hindu by birth,Married by status",3973,764,"Bangalore,India",58197,False,,,No
1246674879333560320,"India stands by unity and integrity to fight the Corona epidemic.
Victory is certain @imVkohli
@narendramodi… https://t.co/yuK4HiYu5y",2020-04-05 05:43:47,0,0,Twitter for Android,133,761792835536334848,Kamlesh___Kumar,Kamlesh Kumar,2016-08-06 05:15:40,"Athlete🏃
All-rounder.
If you are a GAME Than.I'm a PLAYER🏆
Motherland is Paramount🇮🇳
 Nation First👍",185,526,India,226,False,,,No
1246674873667088385,"Linda, Brick the Pug &amp; myself went to Centennial Park for exercise only to be amazed at so many wandering around ig… https://t.co/zy6HL2G4oP",2020-04-05 05:43:46,0,0,Twitter for iPhone,144,579308638,ftr158,Alan J Graham,2012-05-13 21:37:46,retired restoration specialist & teacher.,4,19,"Sydney, New South Wales",64,False,https://t.co/MsLzhe7hrs,,Yes
1246674870957559809,"@narendramodi #9pm9minutes
We are with you for further another Announcement to Control Coronavirus.
Extend Lock Dow… https://t.co/ysZgJeW6nP",2020-04-05 05:43:45,0,0,Twitter for Android,140,1095778062866702336,NaveenP70062262,Naveen Patel,2019-02-13 20:13:43,Love and Respect Hindustan 🇮🇳,30,225,kamareddy  India ,869,False,,,No
1246674869309194240,"i’m glad corona virus wasn’t around in high school, bc lmaoooo if one person in my group of friends had it, everyon… https://t.co/5vnJeZqH3P",2020-04-05 05:43:45,0,0,Twitter for iPhone,140,736403939558445057,trishcaravello,trish 👾,2016-05-28 03:49:15,@mikecaravello’s no. 1 fan,148,113,quarantined 🪐,12051,False,,,No
1246674867921063941,"Corona US
Sanctions... https://t.co/3KzGNWRWy5",2020-04-05 05:43:45,0,0,Twitter for Android,46,1024875516472516609,Auster13525913,Auster,2018-08-02 04:32:19,"Working during several years about Health and Social Welfare, the Middle East and human rights (prisoners, children, poverty,)",207,765,,2326,False,,,No
1246674866859692032,Thought I had corona cause I haven't been able to breathe. Turns out it's severe anxiety. Played myself,2020-04-05 05:43:45,0,0,Twitter for Android,103,993548215097049088,noble_hamil,Noble,2018-05-07 17:48:48,https://t.co/VuEo4pH2Ys https://t.co/o2fNqM5lvn,337,21,,272,False,,,No
1246674861008838656,@majestic876 I am JA. Trying stay corona free,2020-04-05 05:43:43,0,0,Twitter for Android,45,301221839,izzie_wizzy,lizzie,2011-05-19 03:01:06,,286,337,"Kingston, Jamaica",31891,False,,,No
1246674854394224640,"corona testing is free of cost or charged..... At private labs?? 
@Oishani_TNIE @RishikaSadam @krishna0302 https://t.co/VayA9IrZsf",2020-04-05 05:43:42,0,0,Twitter for Android,130,1029019539328065538,gunturukiran2,ᴋɪʀᴀɴ,2018-08-13 14:59:11,|| ɴᴀтιᴏɴᴀʟιѕт 🇮🇳 ||ᴇᴄᴏ ғʀᴇᴀᴋ💚,298,500,"Hyderabad, India",9339,False,,,No
1246674854062878722,"I want everyone to be mindful that there is no ""jamat"" and ""spitting"" in US, China and Italy! If they are reporting… https://t.co/6Mxeu9SqoK",2020-04-05 05:43:41,0,0,Twitter for Android,140,1033659832471965696,bold_viewtiful,that℃♀♀£chic,2018-08-26 10:18:03,"Anesthesiologist. Chaotic/Sorted. Humor, cricket, cocktails, food, love, cinema, animals, cerebrum. Done all that's clichéd! 
https://t.co/i7QoOafzPO.",30,88,"New Delhi, India",394,False,,,No
1246674844550217735,@ReallySwara What about your corona jamati misbehaving with doctors..,2020-04-05 05:43:39,0,0,Twitter for Android,69,4772796408,Amit1985rai,Amit,2016-01-17 09:51:41,"Don't think too hard, do it and Hv fun with it",29,88,"Noida, India",110,False,,,No
1246674843103375362,"@Ashokchowhan561 @Aryavrta @PMOIndia ""Request to Pm Amalaki or amla , guduchi / glioy, neem, 
kutki, tulsi are some… https://t.co/eXv7Yt6V7R",2020-04-05 05:43:39,0,0,Twitter for Android,140,1221474456100425728,soni_khushabu,khushabu soni,2020-01-26 16:46:34,,553,318,"Kolkata, India",9559,False,,,No
1246674841010225153,"Tablighi Jamaat attendees roam naked, demand cigarettes in Ghaziabad hospital https://t.co/fipOQFRFrO @narendramodi… https://t.co/mUprMNQtZM",2020-04-05 05:43:38,0,0,Twitter for iPhone,140,917264083921002496,puriashish1,ashish puri,2017-10-09 05:42:54,#mentoo #jawa,17,106,,1921,False,,,No
