id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url,number_of_QuestionMarks,user_has_url?
1249738159849693186,1 thing i can say about that bitch corona is she done squashed a whole lot of beef,2020-04-13 16:36:10,0,0,Twitter for iPhone,82,2794564210,metchayyyy,Demetrius Boyd,2014-09-30 12:47:18,University of Kentucky 21 😼,942,946,,11823,False,,,No
1249738159769792512,@ArmaanMalik22 @AmaalMallik Yes definitely It's law of attraction what we say and imagin we attract that to happen… https://t.co/BNB96xSW5u,2020-04-13 16:36:10,0,0,Twitter for Android,139,864401562558451713,sharvar19,Sharvari Gawande,2017-05-16 08:46:07,social worker and self independent businesswomen.😇,299,760,"महाराष्ट्र, भारत",3605,False,,,No
1249738157198802944,corona virus after hearing 2020 was gonna be my year on her way to mess it up  https://t.co/TMmvYW3PVB,2020-04-13 16:36:10,0,0,Twitter for iPhone,102,947677491765956608,livwalsh_,☻ʟɪᴠɪᴀ 🕊,2018-01-01 03:54:55,stay home .,117,594,one direction ☹,4694,False,,,No
1249738155009265664,"@BokaroDc @HemantSorenJMM @JharkhandCMO @PMOIndia Small message by son Arav (Chinmaya Vidyalaya, Bokaro, Jharkhand)… https://t.co/GzG1CYHNb2",2020-04-13 16:36:09,0,0,Twitter for Android,140,1123031844,mahtovikram,vikram mahto,2013-01-26 20:18:22,,67,356,,48,False,,,No
1249738153495343104,I feel like The conspiracy theorists who are connecting Corona Virus with 5G are distracting us from actually looki… https://t.co/BlT1h2s256,2020-04-13 16:36:09,0,0,Twitter for iPhone,140,845192183636361216,ThaboBluebird,Papa Cuba,2017-03-24 08:34:54,Papa Cuba 🐶| Foodie 🥬| Body Positive 🧘🏾‍♂️| TV Presenter 🎤| Brawn Model 📸| Climate Justice Activist 🌍 @ETV @MorningShowSA Field Presenter,7579,1083,"Johannesburg, South Africa",56937,False,https://t.co/zCwOKkxFcH,,Yes
1249738149170995201,thanks corona.  You put me on watch for seven days.,2020-04-13 16:36:08,0,0,Twitter for Android,51,1220783493229182976,Recepsukru1,Recep Şükrü Güngör,2020-01-24 19:01:01,writer. storyteller,42,455,"Kahramanmaraş, Türkiye",44,False,,,No
1249738147686055948,"@Maheshbhupathi @LaraDutta @Leander Hello, We are providing free food supply to daily wagers but we are running out… https://t.co/SNymKuLRMv",2020-04-13 16:36:08,0,0,Twitter for Android,140,771223464,aapindianhain,aapindianhain,2012-08-21 10:07:35,#indians always spread #love,111,960,india,3902,False,http://t.co/WFo1YYljyt,,Yes
1249738141516234757,@MarkDice Thousands of Americans are dying of Corona virus because they have been asked to falsify death certificat… https://t.co/kfKIy5DkOy,2020-04-13 16:36:06,0,0,Twitter for Android,140,2270721896,BigHornEstates,Big Horn Estates LLC,2013-12-31 18:56:51,Real Estate Developer,12,57,"Clancy, Montana",294,False,http://t.co/TUwLNHCPUE,,Yes
1249738141403099142,I’m never gonna be able to put my piece in my Nike crossbody cause of corona 😞,2020-04-13 16:36:06,0,0,Twitter for iPhone,78,78783179,Aaron_is_Brown,#ShootersShoot,2009-10-01 02:54:09,#XedPlex | Photographer | Videographer | Director | Producer | DM me to shoot |,897,548,NYC,73261,False,,,No
1249738138433597440,"@uksciencechief  Dear Honorable Sir, could a de-activated form of the Corona virus be used to immunize people? Or p… https://t.co/VBpqR7pWem",2020-04-13 16:36:05,0,0,Twitter Web App,140,1953280886,Olgambo,Richard Roberts,2013-10-11 04:22:04,"Molecular Science Graduate BSc(Hons)Molecular Science, Bsc (Open), Eng Tech M.I.E.T, Dip Molec Sci (Open), Cert Nat Sci (Open).  Single. Age 61.",0,0,North Wales,6,False,,,No
1249738137829597185,"People ask me for a dub , sends me 19 on cash app and then tellls me it looks skimp grinds my gears my than the corona Happy Monday",2020-04-13 16:36:05,0,0,Twitter for iPhone,131,769291802,Wsbb1311,Clover,2012-08-20 10:46:12,☘️watch over us ☘️ Taken @ellen__holman 💚,261,487,"Dubai, United Arab Emirates",11452,False,,,No
1249738135979741186,#BengslVovidMystery@Corona can't be HIDDEN BEHIND POLITICS so don't CONCEAL.,2020-04-13 16:36:05,0,0,Twitter for Android,76,1014012143518154752,MDKUMAR16952467,M D KUMAR 🇮🇳🙏,2018-07-03 05:05:09,,650,2895,,24135,False,,,No
1249738132263600129,"No Caption...🙏..For Doctors who Treated corona virus patients...💚
.
.
.
#doctors #COVID__19 #Kerala #twitter… https://t.co/8Px5zTcGug",2020-04-13 16:36:04,0,0,Twitter for Android,133,1213736682303811584,Wildguy57967813,Wildguy,2020-01-05 08:19:27,"I'm only g•ing to $tand before G•d and give an account f•r my lif£, not f•r someb•d¥ else's life. If I have a bad attitude, then I need to say there's no point.",0,1,Godavarikhani,6,False,,,No
