id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url,number_of_QuestionMarks,user_has_url?
1268229418339700736,corona vairus dis shit is real,2020-06-03 17:13:50,0,0,Twitter Web App,30,1213332768,webtvzeiro,pedro tanãnan,2013-02-23 19:13:54,um dos fãs que bruno mars esqueceu no churrasco,1033,1419,,52094,False,,,No
1268229417475747840,@yogital @2hinMukherG Mumbai folks stay strong and you can combat both Corona &amp; cyclone &amp; hope it ends soon &amp; everyone live happily👍,2020-06-03 17:13:50,0,0,Twitter for Android,144,817390493633953792,_ismail_96,ismail,2017-01-06 15:20:54,"reader learner & proud to be🇮🇳 indian
stay safe❤🌍🌴",72,821,India,14062,False,,,No
1268229416813035520,"#Camden Update
~ disproportionate impact of #COVID19 on BAME communities report out
~ Now is a good time to look at… https://t.co/bFoEQgD4g6",2020-06-03 17:13:50,0,0,Twitter Web App,140,315928815,OneCamden,OneCamden from VAC,2011-06-12 17:34:06,Tweets from Voluntary Action Camden about the voluntary and community sector in Camden.,1731,1068,"Camden, London",6207,False,http://t.co/mZF0xG8tBf,,Yes
1268229414673842182,Now tear gas can lead to corona😂😂😂😂 https://t.co/ZZID5ndR4E,2020-06-03 17:13:49,0,0,Twitter for Android,59,868384664897105920,Young_Dee7,Daniel Faraday,2017-05-27 08:33:32,Secure the bag👌. Determined to make an impact in the economic aspect and power sector of this https://t.co/urknOkz6kU the space.🙏,1114,2479,Check Google,39899,False,,,No
1268229411968552962,We’ve had 10+ black lives murdered that I can recall and George Floyd’s became global? Nah son this is all planned… https://t.co/E7EVgjf5iy,2020-06-03 17:13:49,0,0,Twitter for iPhone,139,339978628,johnatalan,Jawn,2011-07-21 23:40:18,Boolin 🇹🇷,104,95,"Brooklyn, NY",3157,False,,,No
1268229403806441474,"Urgent 🔴
 Ministry of Health: 
 The total number of infected persons with Corona virus in the Kingdom has reached 9… https://t.co/X6o2lVyxZJ",2020-06-03 17:13:47,0,0,Twitter for iPhone,140,1095754567873110017,Ebtesam_English,Ebtesam,2019-02-13 18:40:21,"Proudly Saudi patriot ""Nationalist""🇸🇦🇸🇦🇸🇦🇸🇦Saudi citizens must be a first priority for all Saudi ministers& great saudi Businessmen&women💪🏻",4,8,,795,False,,,No
1268229401788985345,What happen to corona 😂 ?,2020-06-03 17:13:46,0,0,Twitter for iPhone,25,2576538240,laidback_rod,MovingSwift,2014-06-19 09:29:19,Last Of A Dying Breed 🖤💫 #WhiteyWorld 🌎 #DDG,254,363,"Hollywood, FL",4458,False,,,No
1268229400572485632,"Today corona update In INDIA.
Total cases.   216,427
Total recovery Cases. 103,947  48.02%
Total Death Cases.    6,… https://t.co/CVCYaN5wBp",2020-06-03 17:13:46,0,0,Twitter for Android,140,2546435462,MKANWAR2020,MOHAMMAD KHALID ANWAR HINDI,2014-06-04 16:15:31,,54,607,"Kandivali West, Mumbai",920,False,,,No
1268229400073510912,@Aridude1 someone at my target has corona so thank god,2020-06-03 17:13:46,0,0,Twitter for iPhone,54,3045402901,mfxsm,mike,2015-02-27 04:15:19,| don’t lose sight |,245,352,gym,3142,False,,,No
1268229399939342337,@hallagullaboy Hume corona ke sath jeena hoga... Corona is nothing but a viral fever,2020-06-03 17:13:46,0,0,Twitter for Android,84,150660834,peyushkamal,Peyush Kamal😇,2010-06-01 14:01:43,_/\_,609,214,,15132,False,,,No
1268229396386721793,CORONA BOUT TO GO NUTS https://t.co/feeQfj3V9z,2020-06-03 17:13:45,0,0,Twitter for iPhone,46,1152370980234387456,AyleexEU,Alex :),2019-07-20 00:13:46,,118,114,"Liverpool, England",1599,False,,,No
1268229394058956802,Soooo why aren’t there any reports of Corona virus spiking? Seems a bit odd considering the lack of social distancing.,2020-06-03 17:13:44,0,0,Twitter for iPhone,118,861949941559828480,AnthonyMuraco,Anthony Muraco,2017-05-09 14:24:15,,19344,1875,,5087,False,https://t.co/zTRE5VH1Ps,,Yes
1268229393584775168,"Exams can wait...but the virus won't...
Stop spreading corona virus.... postpone or cancel exams… https://t.co/CWpik9VWuN",2020-06-03 17:13:44,0,0,Twitter for Android,121,968858794586353664,RcfSaran,Saran Naiduu Sunkara,2018-02-28 14:41:51,"janasena thoneee na payannam✊

Ram_charan fan ikkada 💪😘

ECE student...🔌

Mumbai Indians...🤗😍",87,342, India,5328,False,,,No
